0.001,100.0,0.1043916796266313,0.006727717588659067,0.0015412141882916975
0.005,100.0,0.4322572670802501,0.03177689981052415,0.007264212754195807
0.01,100.0,0.6951206934840981,0.059277780292307694,0.013513674022269566
0.05,100.0,1.089969183119605,0.18027657685990214,0.040033863960975434
0.1,100.0,1.0964316878594287,0.22238198962167618,0.047382935056519596
0.5,100.0,1.0964608113924048,0.2381203468198534,0.034602275571596675
1.0,100.0,1.096460811392405,0.24088186977954512,0.02298491575986975
5.0,100.0,-1.761944591865536e+60,-4.471440556262343e+44,-1.4227310860834727e+44
10.0,100.0,-2.912353297600137e+95,-8.603683210056708e+79,-1.8230640119313816e+79
1.1,100.0,1.096460811392405,0.24126511054915464,0.021372652877848695
