0.001,100.0,0.10439167962663132,0.011962967192070474,0.008633595555561504
0.005,100.0,0.43225726708025014,0.04562576717183784,0.029814693921480027
0.01,100.0,0.6951206934840981,0.06862363808230339,0.038937006121291175
0.05,100.0,1.089969183119605,0.11243317144538593,0.01840028008091553
0.1,100.0,1.0964316878594287,0.12500553771969233,0.005844982938081389
0.5,100.0,1.0964608113924048,0.12943902906619134,0.0014114925158648158
1.0,100.0,1.096460811392405,0.12943907603586852,0.0014114455461874155
5.0,100.0,-3.640586927320933e+71,-4.422734969730082e+86,-4.422734969730083e+86
10.0,100.0,-2.6689256290312734e+104,-3.399340978890502e+119,-3.399340978890505e+119
0.8,100.0,1.096460811392405,0.12943907603250798,0.001411445549548165
